300.0000	0.00000
300.5000	0.00000
301.0000	0.00001
301.5000	0.00000
302.0000	0.00002
302.5000	0.00001
303.0000	0.00000
303.5000	0.00000
304.0000	0.00000
304.5000	0.00001
305.0000	0.00000
305.5000	0.00000
306.0000	0.00000
306.5000	0.00002
307.0000	0.00001
307.5000	0.00002
308.0000	0.00000
308.5000	0.00000
309.0000	0.00002
309.5000	0.00000
310.0000	0.00000
310.5000	0.00000
311.0000	0.00000
311.5000	0.00000
312.0000	0.00012
312.5000	0.00000
313.0000	0.00000
313.5000	0.00003
314.0000	0.00000
314.5000	0.00000
315.0000	0.00001
315.5000	0.00001
316.0000	0.00001
316.5000	0.00000
317.0000	0.00000
317.5000	0.00002
318.0000	0.00000
318.5000	0.00003
319.0000	0.00000
319.5000	0.00000
320.0000	0.00000
320.5000	0.00003
321.0000	0.00000
321.5000	0.00000
322.0000	0.00001
322.5000	0.00001
323.0000	0.00000
323.5000	0.00000
324.0000	0.00002
324.5000	0.00001
325.0000	0.00000
325.5000	0.00002
326.0000	0.00003
326.5000	0.00000
327.0000	0.00000
327.5000	0.00002
328.0000	0.00000
328.5000	0.00001
329.0000	0.00000
329.5000	0.00001
330.0000	0.00000
330.5000	0.00001
331.0000	0.00000
331.5000	0.00001
332.0000	0.00000
332.5000	0.00000
333.0000	0.00002
333.5000	0.00003
334.0000	0.00000
334.5000	0.00000
335.0000	0.00001
335.5000	0.00001
336.0000	0.00000
336.5000	0.00000
337.0000	0.00001
337.5000	0.00000
338.0000	0.00001
338.5000	0.00000
339.0000	0.00001
339.5000	0.00001
340.0000	0.00000
340.5000	0.00000
341.0000	0.00001
341.5000	0.00000
342.0000	0.00003
342.5000	0.00000
343.0000	0.00002
343.5000	0.00000
344.0000	0.00001
344.5000	0.00001
345.0000	0.00003
345.5000	0.00001
346.0000	0.00000
346.5000	0.00000
347.0000	0.00000
347.5000	0.00000
348.0000	0.00001
348.5000	0.00000
349.0000	0.00000
349.5000	0.00000
350.0000	0.00000
350.5000	0.00001
351.0000	0.00001
351.5000	0.00001
352.0000	0.00000
352.5000	0.00001
353.0000	0.00001
353.5000	0.00002
354.0000	0.00001
354.5000	0.00003
355.0000	0.00006
355.5000	0.00006
356.0000	0.00004
356.5000	0.00005
357.0000	0.00003
357.5000	0.00002
358.0000	0.00002
358.5000	0.00001
359.0000	0.00001
359.5000	0.00000
360.0000	0.00000
360.5000	0.00001
361.0000	0.00001
361.5000	0.00000
362.0000	0.00001
362.5000	0.00000
363.0000	0.00000
363.5000	0.00002
364.0000	0.00000
364.5000	0.00000
365.0000	0.00000
365.5000	0.00000
366.0000	0.00000
366.5000	0.00001
367.0000	0.00001
367.5000	0.00000
368.0000	0.00000
368.5000	0.00000
369.0000	0.00000
369.5000	0.00000
370.0000	0.00001
370.5000	0.00001
371.0000	0.00000
371.5000	0.00000
372.0000	0.00000
372.5000	0.00000
373.0000	0.00000
373.5000	0.00000
374.0000	0.00001
374.5000	0.00000
375.0000	0.00000
375.5000	0.00001
376.0000	0.00001
376.5000	0.00002
377.0000	0.00000
377.5000	0.00002
378.0000	0.00001
378.5000	0.00002
379.0000	0.00002
379.5000	0.00003
380.0000	0.00002
380.5000	0.00002
381.0000	0.00002
381.5000	0.00002
382.0000	0.00003
382.5000	0.00002
383.0000	0.00002
383.5000	0.00001
384.0000	0.00001
384.5000	0.00000
385.0000	0.00003
385.5000	0.00003
386.0000	0.00006
386.5000	0.00007
387.0000	0.00011
387.5000	0.00013
388.0000	0.00011
388.5000	0.00006
389.0000	0.00003
389.5000	0.00002
390.0000	0.00003
390.5000	0.00007
391.0000	0.00012
391.5000	0.00016
392.0000	0.00016
392.5000	0.00013
393.0000	0.00009
393.5000	0.00008
394.0000	0.00005
394.5000	0.00004
395.0000	0.00004
395.5000	0.00006
396.0000	0.00005
396.5000	0.00003
